timestamp, sample_id, ambient_temperature_C, relative_humidity_percent, soil_temperature_C, soil_moisture_adc
2025-11-19T16:28:22-06:00,207,32.1,53,27.625,56013
2025-11-19T16:28:42-06:00,208,32.1,52.8,27.625,56109
2025-11-19T16:29:02-06:00,209,32,52.8,27.5625,56077
2025-11-19T16:29:22-06:00,210,32,52.7,27.625,56109
2025-11-19T16:29:41-06:00,211,32,52.9,27.625,56109
2025-11-19T16:30:02-06:00,212,31.9,52.9,27.625,56029
2025-11-19T16:30:22-06:00,213,31.9,53.1,27.625,56157
2025-11-19T16:30:42-06:00,214,31.9,53.2,27.625,55965
2025-11-19T16:31:02-06:00,215,31.9,53.3,27.625,55981
2025-11-19T16:31:21-06:00,216,31.9,53.5,27.6875,56205
2025-11-19T16:31:42-06:00,217,31.9,53.4,27.6875,56077
2025-11-19T16:32:01-06:00,218,31.9,53.5,27.625,56093
2025-11-19T16:32:21-06:00,219,31.9,53.5,27.6875,55901
2025-11-19T16:32:42-06:00,220,31.9,53.4,27.6875,56157
2025-11-19T16:33:01-06:00,221,32,53.3,27.625,55965
2025-11-19T16:33:22-06:00,222,32,53.2,27.6875,56029
2025-11-19T16:33:42-06:00,223,32,53.3,27.6875,55965
2025-11-19T16:34:01-06:00,224,32,53.4,27.6875,56077
2025-11-19T16:34:22-06:00,225,32,53.6,27.6875,56157
2025-11-19T16:34:44-06:00,226,32.1,53.6,27.6875,56093
2025-11-19T16:35:02-06:00,227,32,53.4,27.6875,56285
2025-11-19T16:35:22-06:00,228,32,53.4,27.6875,56125
2025-11-19T16:35:42-06:00,229,32,53.5,27.6875,56093
2025-11-19T16:36:03-06:00,230,32.1,53.5,27.75,56141
2025-11-19T16:36:22-06:00,231,32,53.3,27.75,56141
2025-11-19T16:36:43-06:00,232,32.1,53.1,27.6875,56269
2025-11-19T16:37:03-06:00,233,32.1,53.1,27.75,56333
2025-11-19T16:37:21-06:00,234,32,53.1,27.75,56205
2025-11-19T16:37:42-06:00,235,32,53.1,27.75,56125
2025-11-19T16:38:02-06:00,236,31.9,53.4,27.6875,56221
2025-11-19T16:38:21-06:00,237,31.9,53.5,27.75,56253
2025-11-19T16:38:42-06:00,238,31.9,53.5,27.75,56365
2025-11-19T16:39:02-06:00,239,31.9,53.5,27.6875,56221
2025-11-19T16:39:22-06:00,240,31.9,53.7,27.6875,56205
2025-11-19T16:39:42-06:00,241,31.9,53.5,27.75,56285
2025-11-19T16:40:01-06:00,242,32,53.5,27.75,56285
2025-11-19T16:40:22-06:00,243,32,53.5,27.75,56365
2025-11-19T16:40:42-06:00,244,32,53.4,27.75,56285
2025-11-19T16:41:02-06:00,245,32.1,53.3,27.75,56285
2025-11-19T16:41:22-06:00,246,32.1,53.5,27.75,56237
2025-11-19T16:41:42-06:00,247,32.1,53.7,27.8125,56333
2025-11-19T16:42:01-06:00,248,32.1,53.8,27.75,56397
2025-11-19T16:42:22-06:00,249,32.2,53.8,27.8125,56173
2025-11-19T16:42:42-06:00,250,32.3,53.7,27.8125,56413
2025-11-19T16:43:02-06:00,251,32.3,53.1,27.8125,56461
2025-11-19T16:43:22-06:00,252,32.3,52.8,27.75,56429
2025-11-19T16:43:42-06:00,253,32.2,52.7,27.75,56333
2025-11-19T16:44:02-06:00,254,32.2,52.9,27.75,56349
2025-11-19T16:44:22-06:00,255,32.2,52.9,27.6875,56413
2025-11-19T16:44:42-06:00,256,32.2,52.7,27.75,56429
2025-11-19T16:45:02-06:00,257,32.2,52.7,27.8125,56461
2025-11-19T16:45:22-06:00,258,32.1,52.7,27.75,56301
2025-11-19T16:45:42-06:00,259,32.1,52.8,27.75,56509
2025-11-19T16:46:01-06:00,260,32.1,53,27.75,56461
2025-11-19T16:46:21-06:00,261,32.1,52.9,27.75,56493
2025-11-19T16:46:42-06:00,262,32,52.7,27.75,56397
2025-11-19T16:47:02-06:00,263,31.9,52.7,27.75,56525
2025-11-19T16:47:22-06:00,264,31.8,52.9,27.75,56381
2025-11-19T16:47:42-06:00,265,31.8,53.2,27.75,56701
2025-11-19T16:48:02-06:00,266,31.8,53.4,27.75,56541
2025-11-19T16:48:22-06:00,267,31.8,53.5,27.75,56541
2025-11-19T16:48:42-06:00,268,31.8,53.7,27.8125,56541
2025-11-19T16:49:04-06:00,269,31.9,53.8,27.75,56733
2025-11-19T16:49:21-06:00,270,31.9,53.8,27.75,56477
2025-11-19T16:49:42-06:00,271,31.9,53.6,27.75,56605
2025-11-19T16:50:01-06:00,272,31.9,53.4,27.6875,56493
2025-11-19T16:50:22-06:00,273,31.8,53.5,27.75,56477
2025-11-19T16:50:42-06:00,274,31.8,53.5,27.75,56429
2025-11-19T16:51:02-06:00,275,31.8,53.5,27.8125,56429
2025-11-19T16:51:21-06:00,276,31.8,53.5,27.8125,56477
2025-11-19T16:51:42-06:00,277,31.8,53.6,27.75,56749
2025-11-19T16:52:01-06:00,278,31.8,53.7,27.8125,56509
2025-11-19T16:52:22-06:00,279,31.8,53.5,27.8125,56509
2025-11-19T16:52:42-06:00,280,31.8,53.5,27.8125,56557
2025-11-19T16:53:02-06:00,281,31.8,53.6,27.8125,56813
2025-11-19T16:53:22-06:00,282,31.8,53.7,27.875,56669
2025-11-19T16:53:42-06:00,283,31.8,53.9,27.8125,56621
2025-11-19T16:54:02-06:00,284,31.8,54.1,27.8125,56365
2025-11-19T16:54:22-06:00,285,31.8,53.9,27.875,56669
2025-11-19T16:54:42-06:00,286,31.9,53.8,27.8125,56621
2025-11-19T16:55:02-06:00,287,31.9,53.7,27.8125,56589
2025-11-19T16:55:22-06:00,288,31.8,53.5,27.875,56605
2025-11-19T16:55:42-06:00,289,31.8,53.7,27.8125,56733
2025-11-19T16:56:01-06:00,290,31.7,53.6,27.875,56445
2025-11-19T16:56:21-06:00,291,31.6,53.7,27.8125,56429
2025-11-19T16:56:42-06:00,292,31.5,54,27.875,56621
2025-11-19T16:57:04-06:00,293,31.5,54.1,27.875,56589
2025-11-19T16:57:22-06:00,294,31.5,54.1,27.875,56717
2025-11-19T16:57:43-06:00,295,31.5,54,27.875,56717
2025-11-19T16:58:02-06:00,296,31.5,53.7,27.875,56493
2025-11-19T16:58:22-06:00,297,31.5,53.8,27.8125,56781
2025-11-19T16:58:42-06:00,298,31.5,53.8,27.875,56541
2025-11-19T16:59:02-06:00,299,31.5,53.9,27.875,56573
2025-11-19T16:59:22-06:00,300,31.5,53.9,27.875,56429
2025-11-19T16:59:46-06:00,301,31.6,53.9,27.875,56653
2025-11-19T17:00:02-06:00,302,31.6,53.9,27.9375,56589
2025-11-19T17:00:22-06:00,303,31.6,53.7,27.875,56749
2025-11-19T17:00:42-06:00,304,31.6,53.6,27.875,56669
2025-11-19T17:01:02-06:00,305,31.6,53.7,27.875,56605
2025-11-19T17:01:22-06:00,306,31.6,53.8,27.875,56669
2025-11-19T17:01:41-06:00,307,31.6,53.9,27.875,56781
2025-11-19T17:02:02-06:00,308,31.5,54,27.875,56765
2025-11-19T17:02:22-06:00,309,31.5,54.2,27.875,56637
2025-11-19T17:02:39-06:00,310,31.5,54.3,27.875,56621
2025-11-19T17:03:02-06:00,311,31.5,54,27.875,56637
2025-11-19T17:03:22-06:00,312,31.4,54,27.875,56605
2025-11-19T17:03:41-06:00,313,31.4,53.8,27.9375,57694
2025-11-19T17:04:01-06:00,314,31.3,54,27.875,56813
2025-11-19T17:04:23-06:00,315,31.2,54.1,27.875,56781
2025-11-19T17:04:42-06:00,316,31.2,54.3,27.875,56845
2025-11-19T17:05:02-06:00,317,31.2,54.4,27.875,56733
2025-11-19T17:05:23-06:00,318,31.2,54.3,27.875,56749
2025-11-19T17:05:42-06:00,319,31.2,54.4,27.9375,56701
2025-11-19T17:06:02-06:00,320,31.2,54.4,27.9375,56621
2025-11-19T17:06:22-06:00,321,31.3,54.4,27.9375,56541
2025-11-19T17:06:42-06:00,322,31.3,54.2,27.875,56717
2025-11-19T17:07:02-06:00,323,31.3,54.2,27.9375,56749
2025-11-19T17:07:22-06:00,324,31.3,54.1,27.875,56733
2025-11-19T17:07:42-06:00,325,31.3,54.2,27.875,56509
2025-11-19T17:08:02-06:00,326,31.3,54.2,27.875,56653
2025-11-19T17:08:22-06:00,327,31.3,54.1,27.875,56781
2025-11-19T17:08:42-06:00,328,31.3,54.2,27.875,56717
2025-11-19T17:09:02-06:00,329,31.3,54.3,27.9375,56717
2025-11-19T17:09:22-06:00,330,31.3,54.1,27.875,56765
2025-11-19T17:09:41-06:00,331,31.2,54.2,27.9375,56669
2025-11-19T17:10:02-06:00,332,31.2,54.2,27.875,56797
2025-11-19T17:10:22-06:00,333,31.2,54.2,27.875,56573
2025-11-19T17:10:42-06:00,334,31.2,54.4,27.875,56717
2025-11-19T17:11:02-06:00,335,31.2,54.5,27.875,56413
2025-11-19T17:11:22-06:00,336,31.2,54.4,27.875,59838
2025-11-19T17:11:41-06:00,337,31.2,54.3,27.9375,56557
2025-11-19T17:12:02-06:00,338,31.2,54.3,27.9375,56621
2025-11-19T17:12:22-06:00,339,31.1,54.4,27.9375,56509
2025-11-19T17:12:42-06:00,340,31.1,54.5,27.875,56653
2025-11-19T17:13:02-06:00,341,31.1,54.5,27.9375,56397
2025-11-19T17:13:22-06:00,342,31,54.5,27.875,56717
2025-11-19T17:13:42-06:00,343,31,54.6,27.9375,56525
2025-11-19T17:14:02-06:00,344,31,54.7,27.875,56893
2025-11-19T17:14:22-06:00,345,31,54.8,27.875,56781
2025-11-19T17:14:42-06:00,346,30.9,54.9,27.875,56733
2025-11-19T17:15:02-06:00,347,30.9,55,27.9375,56765
2025-11-19T17:15:22-06:00,348,30.9,55,27.9375,56685
2025-11-19T17:15:42-06:00,349,30.8,55.1,27.875,56797
2025-11-19T17:16:02-06:00,350,30.8,55,27.875,56541
2025-11-19T17:16:22-06:00,351,30.7,55,27.875,56429
2025-11-19T17:16:42-06:00,352,30.7,55.1,27.875,56749
2025-11-19T17:17:02-06:00,353,30.7,55.2,27.9375,56765
2025-11-19T17:17:22-06:00,354,30.7,55.2,27.875,56797
2025-11-19T17:17:42-06:00,355,30.6,55.3,27.9375,56813
2025-11-19T17:18:02-06:00,356,30.7,55.5,27.875,56637
2025-11-19T17:18:22-06:00,357,30.6,55.4,28,56765
2025-11-19T17:18:42-06:00,358,30.6,55.4,27.9375,56813
2025-11-19T17:19:02-06:00,359,30.5,55.5,27.875,56717
2025-11-19T17:19:22-06:00,360,30.6,55.6,27.9375,56589
2025-11-19T17:19:42-06:00,361,30.6,55.7,27.9375,56781
2025-11-19T17:20:02-06:00,362,30.6,55.8,27.875,56733
2025-11-19T17:20:22-06:00,363,30.6,55.8,27.875,56605
2025-11-19T17:20:42-06:00,364,30.6,55.7,27.875,57502
2025-11-19T17:21:04-06:00,365,30.6,55.7,27.9375,56429
2025-11-19T17:21:22-06:00,366,30.6,55.6,27.9375,56397
2025-11-19T17:21:42-06:00,367,30.6,55.5,27.9375,56749
2025-11-19T17:22:02-06:00,368,30.5,55.6,27.9375,56669
2025-11-19T17:22:21-06:00,369,30.5,55.6,27.9375,56557
2025-11-19T17:22:42-06:00,370,30.4,55.8,27.9375,56221
2025-11-19T17:23:02-06:00,371,30.4,55.9,27.9375,56717
2025-11-19T17:23:22-06:00,372,30.4,56,28,56717
2025-11-19T17:23:42-06:00,373,30.3,55.9,27.9375,56685
2025-11-19T17:24:02-06:00,374,30.3,56.1,27.875,56797
2025-11-19T17:24:22-06:00,375,30.3,56.2,27.9375,56749
2025-11-19T17:24:42-06:00,376,30.3,56.3,27.9375,56717
2025-11-19T17:25:07-06:00,377,30.3,56.3,27.9375,56493
2025-11-19T17:25:24-06:00,378,30.2,56.2,27.9375,56765
2025-11-19T17:25:42-06:00,379,30.2,56.3,27.875,57165
2025-11-19T17:26:02-06:00,380,30.2,56.6,27.9375,56173
2025-11-19T17:26:22-06:00,381,30.2,56.7,27.875,56605
2025-11-19T17:26:42-06:00,382,30.2,56.6,27.875,56845
2025-11-19T17:27:02-06:00,383,30.2,56.6,27.9375,56925
2025-11-19T17:27:21-06:00,384,30.2,56.6,27.875,56877
2025-11-19T17:27:42-06:00,385,30.2,56.6,27.875,56989
2025-11-19T17:28:02-06:00,386,30.2,56.5,27.9375,56797
2025-11-19T17:28:25-06:00,387,30.2,56.4,27.9375,57341
2025-11-19T17:28:42-06:00,388,30.1,56.5,27.875,57069
2025-11-19T17:29:02-06:00,389,30.1,56.6,27.9375,57101
2025-11-19T17:29:22-06:00,390,30,56.8,27.875,57245
2025-11-19T17:29:42-06:00,391,29.9,57.1,27.9375,57277
2025-11-19T17:30:02-06:00,392,29.8,57.2,27.875,57005
2025-11-19T17:30:22-06:00,393,29.8,57.3,27.875,57133
2025-11-19T17:30:42-06:00,394,29.8,57.4,27.9375,57101
2025-11-19T17:31:05-06:00,395,29.8,57.5,27.875,57229
2025-11-19T17:31:22-06:00,396,29.8,57.4,27.9375,56989
2025-11-19T17:31:42-06:00,397,29.8,57.2,27.875,57309
2025-11-19T17:32:02-06:00,398,29.8,57.2,27.875,57149
2025-11-19T17:32:22-06:00,399,29.7,57.3,27.875,57181
2025-11-19T17:32:42-06:00,400,29.7,57.4,27.875,57037
2025-11-19T17:33:02-06:00,401,29.7,57.5,27.875,56909
2025-11-19T17:33:22-06:00,402,29.6,57.6,27.9375,56733
2025-11-19T17:33:42-06:00,403,29.6,57.5,27.875,56973
2025-11-19T17:34:06-06:00,404,29.6,57.7,27.9375,56909
2025-11-19T17:34:22-06:00,405,29.6,57.8,27.875,57069
2025-11-19T17:34:42-06:00,406,29.6,57.8,27.9375,57261
2025-11-19T17:35:02-06:00,407,29.6,57.9,27.875,57053
2025-11-19T17:35:22-06:00,408,29.7,58.1,27.875,56909
2025-11-19T17:35:44-06:00,409,29.7,58.1,27.875,57229
2025-11-19T17:36:03-06:00,410,29.7,57.9,27.875,56973
